word,label,x,y
surmatoovam,0,-13.0777978278,-1.9831517968
ürgsem,0,-4.27727836,-8.122373338400001
lillelisem,0,2.3731160377,-2.7658570401
keerukam,0,33.4931618959,0.4758751513
kurvilisem,0,26.512773438299998,-3.3587373308
suurepärasem,0,9.5082608991,-16.736906281
palavikulisem,0,57.64948936060001,-23.977660116
likviidsem,0,-19.356706434,6.1133874674
arvestavam,0,61.7371342092,48.4146058778
lollikindlam,0,-28.8352286648,2.2312876075
bravuurikam,0,1.0785651545,-1.7461224396
ligipääsetavam,0,14.7866602854,14.585054194100001
šikim,0,21.393574882,10.961741715899999
delikaatsem,0,0.3964972723,-3.6545165652
jubedam,0,-12.282728823900001,0.2029757706
regulatiivsem,0,41.1521600027,-4.9225046058
ettevaatlikum,0,42.8694643984,1.6928264025
kõvem,0,-3.9089897192,2.2064086753
jälgim,0,-25.1858152137,-5.1577821316
harvem,0,54.7811526366,-7.0736581847
ligem,0,-43.185372100600006,-0.0805503983
rentaablim,0,3.2799813569,-6.8929985888
usklikum,0,-11.5452054213,-2.5439568118
sügavam,0,28.601806037800003,1.1572321937
tormisem,0,-3.1391033333,-10.39619871
tuumakam,0,23.6824645236,-8.3039126184
targem,0,-6.5569946043,10.9177266964
ebakindlam,0,24.7572424608,-3.9848210701
esmasem,0,-35.651313328200004,-5.3213081486
hõrgutavam,0,-30.3852885152,-0.7949024923000001
filosoofilisem,0,28.9901612852,-0.4051923875
õigem,0,-41.462728216900004,1.2958447645
motiveerivam,0,-12.094074099,12.9271614564
kohustuslikum,0,14.0440295567,14.7472718185
minoorsem,0,56.43961994399999,24.0461924488
lärmakam,0,-1.1375233015,0.9736988479
täiuslikum,0,0.8080496442,-2.5883661189
voolujoonelisem,0,51.5992996271,-5.0545073772
vihatum,0,-40.0313871591,2.9331683903
modernistlikum,0,3.4202757183,-2.5576385063
riiklikum,0,50.8687144894,-4.2822830018
provintsistum,0,48.67200979770001,-3.4764381342000004
enesekriitilisem,0,43.8335508217,26.565747058899998
fundamentaalsem,0,-4.7344800339,5.6926535499
talutavam,0,28.3394745002,5.1871121233
totakam,0,-4.69963813,-13.8861326892
tahkem,0,56.2810473696,-19.5994438092
kammerlikum,0,47.017257442100004,19.0255738853
pretensioonitum,0,54.5333306391,-5.5086238248
muinasjutulisem,0,-9.0314606354,-3.6143221118
staažikam,0,-41.4972573939,0.035651622
algelisem,0,-35.3111693957,3.0371055267
vähemtähtsam,0,14.5818243344,-8.6015647583
visam,0,-20.5126620359,7.4553401599
moodsam,0,-22.1628740822,-0.07801819480000001
valgustatum,0,-28.403074423899998,-0.3863904962
tegelikum,0,55.7850557968,-6.63023446
tulemuslikum,0,-19.9329202577,1.0267898186
selgem,0,31.028479281,7.0178301162
söakam,0,-2.4190715343,-3.748515823
meeldejäävam,0,-37.4252201749,0.7785486925
töörohkem,0,-40.9194546482,-2.8211466033
süngem,0,11.756780043,-5.611950659
läbimõeldum,0,7.1493209138,7.2020575774
heatahtlikum,0,5.037429632,13.07769177
autentsem,0,-21.0350411827,-1.0625359557
saagikam,0,9.8008979545,-2.7136964773
täbaram,0,4.616507532,-12.2794530571
tuulisem,0,-10.210643294299999,2.4493677034
problemaatilisem,0,-11.079819272,-1.713598397
koletum,0,12.509410709800001,-21.7718719969
ihaldatum,0,-36.1609180324,-0.5384542062
minimaalsem,0,-26.0035094245,-0.7351757307
kandilisem,0,44.0840778004,-5.6397042341
heledam,0,32.7074283942,1.1741263456
valurikkam,0,55.0781012775,-27.3561821413
ebahuvitavam,0,-3.155511573,9.6586776633
piinlikum,0,1.3797618839,-9.2070302073
kahvatum,0,37.591391884699995,1.0036193534
võõrastavam,0,-6.3833928452,-4.6565730334
raksem,0,22.4530396701,-8.6383194169
l2bim6tlem,0,48.7060543569,-3.5444340149
jõledam,0,-28.7907014735,-3.2225429165
kõnekam,0,9.7367570365,2.1259175502
kõbusam,0,38.213140636,-4.4055542679
innovatiivsem,0,-35.176305392399996,-0.396454151
eitavam,0,60.0868535413,-40.5497505722
kannatamatum,0,40.3543076026,-19.2144550099
vaiksem,0,29.078443735100002,-0.1139143435
kindlam,0,-8.9988697854,3.0407411714
suvalisem,0,-26.9587065336,-1.7865803558000002
südamelähedasem,0,-27.5508886627,2.5952111442
killustatum,0,59.1128038249,-37.5277948986
tarvilikum,0,-13.1934382592,-3.1189389993
viimistletum,0,24.2249064742,-8.5863600067
tormakam,0,21.770988325700003,26.3052473206
intelligentsem,0,14.3247512229,0.6360489543
mastaapsem,0,32.5793716796,-3.0380285186
krehvtisem,0,55.8430798743,-20.4926170985
energiasäästlikum,0,16.8997567324,-9.1574864355
imperatiivsem,0,52.6050811386,-4.861698559100001
ilmselgem,0,-37.325742868,-0.6966167718999999
happelisem,0,52.7599882965,-7.3169698025
muljetavaldavam,0,-14.821933680599999,-0.6602465114
hapum,0,48.196059706099994,7.2216429352999985
mõtlemapanevam,0,16.3318039356,-8.3921657076
kollasem,0,23.8934083834,-8.1267154986
hoolikam,0,27.0165836127,2.1879354934
tüütum,0,-9.233829696499999,5.6217714012
karmim,0,20.8187097129,-3.1077951104
tempokam,0,35.0141852252,-17.694419546
inimesekesksem,0,-15.048249331700001,-0.907995694
sütitavam,0,52.6822856251,-5.135668942300001
suvisem,0,55.263396111800006,-6.2343694239
karusem,0,17.918252516400003,-2.6877562106
tasandavamas-traagilisem,0,48.544846684300005,-3.4685012019
kärarikkam,0,-6.378950895599999,-4.0061830446
õnnestunum,0,-40.267225421999996,0.2004519327
mürgisem,0,-19.922684906,2.7093238781
omasem,0,11.5361281235,0.1268463543
kaootilisem,0,45.0511164475,2.7034365541
tähelepanuväärsem,0,-19.676881883900002,-6.9390286117
kuivem,0,5.1252374677,-2.9699208442
vähemolulisem,0,21.1561980597,-8.0231862638
ärritavam,0,-7.096789911,-6.2361162578
märjem,0,2.2207444444,-4.695748146000001
hubasem,0,36.8604275564,-6.11559397
umasem,0,48.700645093599995,-3.4531793827
linnalikum,0,21.7204660056,11.157770428800001
väljakannatamatum,0,-8.8206798714,-6.5015359054
pöördelisem,0,-26.7947323597,-5.2172871972
parempoolsem,0,-21.293252862,-4.3107617330000005
saladuslikum,0,-11.8158714154,2.5803589835
legaalsem,0,18.4819407917,-2.8435189468
töökam,0,-18.8159047244,16.4846451214
elutargem,0,54.374821401400006,-11.728873869800001
tehnoloogilisem,0,57.525949106400006,-13.154152531400001
süstemaatilisem,0,34.701238357,24.8202761092
isiklikum,0,13.821407926300001,9.3188769707
mitmetahulisem,0,53.322172547700006,28.778661240300003
loodussõbralikum,0,-31.857262935300003,12.1097239591
unikaalsem,0,-34.8208836767,-0.6592492228
uuem,0,-24.0782277529,-0.4389559172
maiam,0,-5.6052878789,-5.025652925299999
seadusekuulekam,0,-23.6278349195,-0.5663354752
pühalikum,0,2.1693540875,-2.1089191826
täielikum,0,-4.6772853532,1.2780658279
tinglikum,0,55.7086632552,-17.0991093886
kuritegelikum,0,-29.2765877308,-0.3820250763
traditsioonilisem,0,-10.5198010723,0.2514133314
õnnetum,0,-13.9542933895,-2.7152173417000003
neurootilisem,0,26.0838602083,-2.7427385791
konkurentsitihedam,0,9.18924102,8.5453410705
vaimsem,0,15.627176087899999,2.4302111361
sisulisem,0,21.1717231764,8.7025977246
korralikum,0,6.894802985399999,1.855319531
seltsivam,0,22.7925172741,26.173411672600004
küsitavam,0,32.982836458499996,-7.7226257281
jõhkram,0,10.414652326,-4.379583031
vedelam,0,15.5560904824,-3.8226703125
kohatum,0,39.8014869848,-23.9652019708
autoriteetsem,0,-36.555899744499996,2.8503430396
meelitavam,0,5.2587744829,-12.641511466199999
lummavam,0,-14.2362681959,-1.4387953798
kõrgetasemelisem,0,-18.5731944194,1.9091974747
rabavam,0,-6.282039433,-0.4286241285
valutum,0,-17.4212049324,7.9954553436
hullumeelsem,0,-8.9498262648,-9.572209966299999
esileküündivam,0,4.4452841264,19.915354996199998
ülekaalukam,0,6.3649018559,9.3327038926
tüüpilisem,0,-44.7363427152,-0.7106124198
ropem,0,-41.2148746631,0.1222025947
kõrvetavam,0,22.6794906704,-19.021202124400002
debiilsem,0,-31.0041474558,-0.6597211386
varakam,0,16.0560874028,-5.9393196233
võõristavam,0,24.556016043400003,-33.8945829521
dünaamilisem,0,-16.0952641473,3.1775128534
riigimehelikum,0,3.0125638302,-3.0830161302
avalikum,0,12.491797245799999,-2.3987466617
pinevam,0,28.311174928200003,-5.8638477264
sportlikum,0,-5.4056956548000015,-1.2735243305
tigedam,0,25.6563165156,-8.4848465467
mõistusevastasem,0,6.0486471381,-17.456002564600002
hinnatum,0,-34.543060841599996,-1.5506833832
ustavam,0,-40.6211080174,1.3798869857
vägevam,0,3.4165747157,-1.5068034571000002
piltlikum,0,30.9197270931,-26.3042523341
eluvõõram,0,56.8818944979,23.3548401992
täidlasem,0,27.273035266999997,-3.5697254634
stressitaluvam,0,56.315811778400004,39.3670851962
tuntum,0,-35.9309066299,1.731042395
julgustavam,0,-46.2282765962,-0.3016787912
ühepoolsem,0,8.8599577991,-14.896835604300001
hädavajalikum,0,-39.0869735492,-1.5666233096000002
rutiinsem,0,3.2324094646,-4.2316144687
loomulikum,0,-12.433959729200001,-0.3705553591
intiimsem,0,-4.6640311039,1.5547800951
haigem,0,8.533611878099999,-3.9585724586
tegusam,0,-17.6461698439,-1.151660915
sõltumatum,0,-11.7692275282,3.9268697249
popim,0,-16.4217563883,-0.1268980833
unisem,0,26.9460559934,-6.778359888300001
valdavam,0,40.6979939635,-13.930133245699999
kokkusurutum,0,56.2332068013,9.5011555552
tundelisem,0,18.6431055395,-3.8390525968
jõulisem,0,17.5935108025,1.6279430237
tähtsam,0,-29.827471072399998,1.295899644
hädisem,0,1.3938416586000002,-14.373774326500001
roosilisem,0,-3.7393481769,5.3150685243
seaduskuulekam,0,-17.0222709175,11.0912245553
robustsem,0,30.9896036906,6.4854392263
ajakohasem,0,-0.7995873455,-5.1747873702
tümpsum,0,48.528707959399995,-3.4154109580000003
rahutum,0,24.708533557800003,-10.6562587738
arusaamatum,0,29.720895265,-7.316671864500001
ihaldusväärsem,0,-22.1113243275,5.2306446824
kõrgem,0,9.2656013751,0.3839206735
ebaadekvaatsem,0,54.20829771,-8.2156749598
erootilisem,0,-28.188831390700003,4.934956133
rahvusvahelisem,0,24.4330170954,-5.757846192100001
vajalikum,0,-19.1595955325,3.3917635215
enesekesksem,0,14.3043517809,14.6646191462
jäigem,0,32.356150207199995,-4.3646321371
alternatiivsem,0,-2.9666365979,10.5060100897
tagurlikum,0,-42.8476649982,-0.5141760452
tähelepandavam,0,4.1714992664,-4.4281144388
mahlasem,0,-9.1767408649,-2.47347709
ilmalikum,0,5.516466090700001,19.216018877899998
majesteetlikum,0,31.941846327199997,17.332258906
kiledam,0,56.3992454299,-28.3831641837
tantsulisem,0,42.7196175368,-24.443951614099998
tõhusam,0,7.9094648924,6.8910474833
rõõmsameelsem,0,37.6868407381,-7.651203741000002
nukram,0,30.7596621746,-6.1638795196
erilisem,0,-1.7739713621000002,-5.1774324474
leppimatum,0,9.571652541699999,-8.0698437911
nõutum,0,-18.4251753643,-4.3345981491000005
kogenenum,0,-0.752900488,-2.1744905961
vähenõudlikum,0,-3.3210128667000003,4.4751699739
raevukam,0,7.540532444,-12.0063896203
lustlikum,0,10.5586470611,-5.3821065551
keskkonnasõbralikum,0,8.7110466703,6.9380895187
karmikäelisem,0,57.8263015087,-35.9349587338
konfliktsem,0,-2.4693782649,-3.7593866581
hapram,0,36.0562395472,-8.8651465023
hillitsetum,0,56.3859697004,23.9287487117
ründavam,0,46.01624809810001,-6.632145249400001
kliendikesksem,0,51.3399108439,-4.7178707992
rahulikum,0,43.2730049949,14.017435396
pisem,0,-9.7816600214,3.7147745661
informeeritum,0,-7.2992412262,15.182757761600001
väheaktiivsem,0,53.8711276703,-5.6740562349
kannatlikum,0,-8.5525568659,-1.8661717146
raugem,0,50.7237683759,-4.228307722
uljam,0,9.9897902881,-0.7917482968999999
prestiižsem,0,-30.5688430775,-0.7419452151
vaadatavam,0,-39.7353285369,2.6469602734
erapooletum,0,3.5163312246,-2.8325319810000003
juhmim,0,-24.0412617593,-1.3999784212000002
nupukam,0,-6.332463508200001,-4.6793110392
paslikum,0,-20.755557048,4.5422970133
kaheldavam,0,31.017550177199997,-12.7413136716
osavõturohkem,0,-13.292217720899998,-3.9544248888
õõnsam,0,26.8073443308,-14.4355725331
ehtsam,0,-41.4310271074,2.0225389815
standardsem,0,-9.8023871358,-3.3843646119
staazhikam,0,-33.4318047402,-0.3881655673
külmem,0,0.6824175591,-3.4414776608
vahetum,0,-12.1012847367,9.253741742
mõtetum,0,-6.4605387223,-3.6610923147
ebatäpsem,0,37.0665003538,-0.5545374055
vilunum,0,-18.700272707699998,4.8743204112
hoolimatum,0,40.1613174379,-7.507495385399999
kelmikam,0,26.0620801283,-10.2926380012
prestiizhikam,0,-31.8738356713,1.7244616057
klaarim,0,44.669931107,2.6921239544
laiapõhjalisem,0,20.980862415,-8.3442538788
tõbisem,0,-13.4449069525,-1.8772372423
aegavõtvam,0,18.5165525248,-2.8994195875
illusoorsem,0,55.7076348891,-11.1164632893
agaram,0,-31.7107676277,4.5253872173000005
kunstipärasem,0,-12.582867491400002,13.0422655927
kaudsem,0,38.598654128,-4.3202067592
veendunum,0,-33.289225738,-4.569480324100001
tulusam,0,-9.6249662953,2.6475886717
ebamugavam,0,15.881093458199999,1.0979221679
eakam,0,10.511168814500001,-3.0919536012
maitsetum,0,11.9648783014,-7.1301403849
vastutusvõimelisem,0,51.160163465299995,-4.5632228523
muhedam,0,29.4626310167,-16.1736551472
häälekam,0,6.0078808441,-1.3647166308
paadunum,0,-46.2918283465,0.2460544359
eetilisem,0,-8.8955940976,13.5303891535
mõrkjam,0,53.573656983,-5.1466825095
lihtsustatum,0,-4.1244933294,-2.1834745092
teadjam,0,18.3306250466,-3.3798661088
mängulisem,0,49.65169725760001,15.972092718299999
asjalikum,0,16.9537814898,6.1034368996
hämmastavam,0,-11.783595659100001,-12.408849806800001
pealiskaudsem,0,22.7645167948,3.1576289069
kopsakam,0,33.3276060493,-4.0947252247
humoorikam,0,-33.0813556212,-0.4554961477
löövam,0,-21.6518276823,-6.696152064600001
üksildasem,0,26.1647580852,1.4106997046
naljakam,0,-29.7908729489,-1.1976543444
tuttavam,0,7.329885807999999,5.3534653105
lubavam,0,9.1264207162,-2.9594776649
algupärasem,0,-12.6370509396,13.1739923179
taunitavam,0,17.3593094027,-9.719425431
lapikum,0,13.678439488499999,-6.1271168417
lineaarsem,0,30.1886758558,18.2180618989
täpsem,0,20.9217611487,-0.073469711
igavikulisem,0,24.4433475659,9.5295432133
põhjapoolsem,0,-44.339906286,-0.5126122167
moekam,0,-1.884079688,-2.0065472009
kiretum,0,4.2390432312,19.9072036441
eksootilisem,0,-19.5498416807,-1.3957972449
ebasobivam,0,-42.9556453878,-0.6218952475
rahvuskesksem,0,0.5039329456,-1.5299162853
head-parem,0,53.810749811099996,-7.503577835900002
rõõmsam,0,33.5146477805,3.7125243888
meloodilisem,0,12.8198792124,0.1957400786
pragmaatilisem,0,36.7038857252,17.3961861399
painduvam,0,57.483476635200006,18.052534660899997
algsem,0,-41.7747041696,0.1183794328
edumeelsem,0,-4.3401573151,7.0081297222000005
eelistatum,0,5.945332901,-1.564132167
tervislikum,0,0.3972548396,15.512404214000002
monumentaalsem,0,-13.1594811937,-3.7133112392
elujõulisem,0,-16.8373024843,2.5974063404
boheemlikum,0,52.9917120512,-5.3083921044
hirmutavam,0,6.815853752200002,-11.743579891700001
intellektuaalsem,0,25.466515081999997,4.7496504260000005
võitluslikum,0,21.1083437608,-8.3021965898
sündsam,0,-20.2900533601,4.2161899849
katsetuslikum,0,55.26516158890001,-27.4620697627
hilisem,0,31.186046737399998,2.9258415261
hinnalisem,0,-23.888481316700002,0.9578633975
lapsemeelsem,0,2.0697795011,-2.3210066563
püsivam,0,-1.177372493,6.3204646121
tagapoolsem,0,47.235972823699996,26.1206668977
erutavam,0,-7.854943124299999,13.274027578800002
põhjalikum,0,15.8542720874,3.3717766632
märkimisväärsem,0,-19.964699473499998,-4.7140737097
monotoonsem,0,4.3891238379000015,-13.785650941300002
alalhoidlikum,0,35.7514635397,13.035959388499998
eestikeelsem,0,59.583560204799994,52.96363759649999
kapitaalsem,0,33.9807290242,-13.0920728177
meelelahutuslikum,0,-5.3634474501,-12.4179920399
alam,0,-19.4190437449,-2.5792811441
ebaloomulikum,0,22.7360039723,3.5761047741
peenetundelisem,0,12.780402670299999,-3.1231965933
korrektsem,0,-3.7961972706,7.8358701362
kokkuhoidlikum,0,17.634425078699998,6.4054065001
altim,0,-3.0324378029,13.1696148044
ümaram,0,50.3248006838,-9.3437268513
hädalisem,0,-35.7555753766,6.2953777236000015
kahetsusväärsem,0,-15.1038696951,-9.566886696000001
tublim,0,-15.4149615189,3.7936578856
müüvam,0,4.8573597231,12.0951299379
verejanulisem,0,-15.7789127701,-6.2270939498
ebaharilikum,0,-35.1168697576,-0.1909588688
veidram,0,-9.1661918394,-8.8616566566
hallikam,0,52.5669122433,-4.8513538071
võimalikum,0,7.9708367756,1.9676703514
ehedam,0,-30.9642921657,0.6766180643999999
nürim,0,-6.0272567702,-10.9498513906
vastuvõetavam,0,-11.656542480799999,11.5010402027
sarnasem,0,5.3567009769,1.9845051463
tsentristlikum,0,26.6050935463,-3.3614597751
siduvam,0,13.5261226094,-3.2662431426
arvestatavam,0,-21.5312984168,-0.3641654185
põhjamaisem,0,-7.711011485399999,-1.7202917348
kalgim,0,16.9245717596,-6.8102399731
optimistlikum,0,-3.7363897866,0.4314254323
kombekam,0,16.7630848511,7.7876988835
etnofuturistlikum,0,48.526364996999995,-3.4569536089
kosmopoliitsem,0,29.652694965300004,31.841420598899997
laialdasem,0,12.7963741244,3.0808468228
professionaalsem,0,6.243733731900001,2.426482315
uimasem,0,34.6062101621,-6.2965764625
tervitatavam,0,-15.571182869100001,-0.8965815033
hullem,0,8.1334558976,-1.9758714713
anonüümsem,0,19.7466879467,-4.3363545398
teaduslikum,0,20.1861128828,11.8379185957
vilkam,0,0.1808082738,1.4224052647
kivisem,0,26.0061162203,2.5717733818
komplitseeritum,0,38.4843613874,-1.7821377474000002
ihaldatavam,0,-5.0423814556,5.2582173031
populistlikum,0,-5.8201006077,-9.149659550700001
virtuaalsem,0,57.204319266899994,-16.111062169500002
äärmisem,0,-34.7339837844,-0.9691076678
tõenäolisem,0,-26.0269008681,1.6603118088
ebaühtlasem,0,11.3173904101,-7.888202382899999
inforikkam,0,29.095772633899998,-7.0876643566
tormilisem,0,5.7434212475,0.9951750396
energiarikkam,0,20.8029652975,-4.1478212967
kriitilisem,0,-13.168933748499999,-1.5016009216
rahvasõbralikum,0,18.996953098800002,-4.5524587434
tundlikum,0,-18.188276618499998,5.8281501961
elitaarsem,0,9.3092712721,-10.3586673988
nõutavam,0,-36.8566516343,0.17753923100000002
väksem,0,19.9363010069,-3.145435243
õnnelikum,0,-18.6331253779,6.817748344400001
lahedam,0,-11.4656853674,8.282004395
kasutoovam,0,4.245670648,19.9148728987
prestiizhsem,0,-27.5540159187,-0.7474966209
lõplikum,0,-7.8284389198,-1.7562990908000002
elegantsem,0,0.8398632031000001,0.4267074637
võrdsem,0,15.281222813800001,-0.1666382118
ahnem,0,7.9730458487,0.1896929281
sädelevam,0,23.0693266262,25.5432001771
söödavam,0,1.9236983477,-2.1581950597
valivam,0,57.0763889757,11.5919264438
vabastavam,0,52.99422219229999,-7.0197747537
euroopalikum,0,11.450833855299999,3.1369460418
ebavõrdsem,0,-8.7118753888,-14.624409531400001
osavamat-kavalam,0,48.5351154604,-3.4564350122000005
jutukam,0,24.9632613145,7.720967034400001
armsam,0,-28.5753042196,0.1074896888
tugevam,0,8.5498911419,3.5532147533
profim,0,-4.0693095437,-2.1506079126
pakaselisem,0,-4.1266077191,-13.3477390335
keerulisem,0,29.221566016599997,2.2170679917
monoliitsem,0,27.656364991300002,-14.4036300824
terviklikum,0,-12.047743499300001,4.4016304583
kompaktsem,0,29.789634213400003,-1.1502104738
vähem,0,40.1147880993,-4.516524383
pahem,0,34.6924473523,-18.9839289666
umbusklikum,0,-11.5477138729,8.8681592764
põduram,0,8.5136024052,-6.1298743027
ülbem,0,6.0683530026,-1.7011071246
viisakam,0,22.5962556894,4.5693855968
toredam,0,1.5169267269,1.6631027193
kujukam,0,-36.8554599156,-4.7498426525
lihtsam,0,5.8125669533,11.2004649514
tülgastavam,0,-22.8829345979,-0.79072482
hoogsam,0,34.9269029955,-10.2751745301
hõredam,0,46.5203234069,-4.96192982
õelam,0,-19.0086051472,1.7526755792
anarhistlikum,0,23.0465997951,-19.1271166788
lihvitum,0,56.76438378899999,2.8600053457
mahlakam,0,18.4205064092,-0.1917895839
humanistlikum,0,1.5221220035,-1.9098112003
konstrueeritum,0,-15.3032565054,-0.9623742747
konstruktiivsem,0,33.3242741035,0.3886877263
inimlikum,0,35.8640714931,12.310078414300001
valjuhäälsem,0,-12.467227079,-4.8355978043
surmavam,0,-5.087379137,14.6359389572
eredam,0,-26.9600856723,0.0400897185
grandioossem,0,-2.9091624881,-0.2435140069
usalduslikum,0,16.5229071756,-10.5559162391
sõgedam,0,23.4009763689,1.857259096
banaalsem,0,0.9595218799,-2.76801288
sobivam,0,-37.7871859494,2.4766960888
sujuvam,0,41.6838400292,14.2306331157
alaväärsem,0,56.1135064412,-27.6907437752
elukaugem,0,-13.5936658641,-8.8134285906
seltskondlikum,0,-35.1984767909,-0.2671652338
kirjum,0,44.766407642,3.1261973625
ebaloogilisem,0,-3.4431798227,-9.072101441900001
põletavam,0,-26.593862376399997,3.3299387823
vargakindlam,0,27.7968883804,-3.9883120567
konarlikum,0,40.9825501936,7.7141403725
poliitilisem,0,5.6111518366,0.1941575979
ebaolulisem,0,-10.6853978831,-4.1496622667
bürokraatlikum,0,38.6983723653,-8.4502850533
mässumeelsem,0,-7.8185454227,-1.8175920345
meelekindlam,0,17.4659802396,-2.3343085284
külastatavam,0,-35.3762665502,9.506084593099999
heterogeensem,0,58.78779681899999,-0.2714542814
valmim,0,55.574767330600004,-9.9459845446
võimatum,0,4.5366298156,-14.7877174007
õpetlikum,0,-5.8131127058,7.0012850367
aplam,0,3.5291505531,-4.7663791899
rõvedam,0,-16.2885903781,0.2347212983
mõistlikum,0,-24.1145211977,6.0419999395
nõudlikum,0,3.3310351302,0.6115263945
riskivabam,0,-4.925419146,11.0017211966
stiilikirevam,0,48.5514157111,-3.3753497464
globaalsem,0,30.9256093638,-8.6993091558
ebapopulaarsem,0,-18.3584958087,-0.8242968635
elamisväärsem,0,60.9700959281,36.210384225
kasinam,0,36.915827652800004,-5.7774196139999985
haisvam,0,18.9537036546,-10.2122172592
taltsam,0,51.37150329560001,-4.6020411152
närusem,0,-39.1659627509,6.7021652758000005
loium,0,19.4773540208,-2.0901578188
laululisem,0,52.9411134178,-5.668038324199999
klassikalisem,0,-24.6680654731,1.015452655
tobedam,0,-6.0045525069000005,-4.405811803
rokkivam,0,0.8915048431,-1.6402348182
hedonistlikum,0,56.746159286899996,-15.0231243296
pingevabam,0,22.9983817442,25.853035094299997
teravam,0,10.477811518300001,-7.3035549526
napakam,0,16.8856548143,4.3299687207
tahedam,0,56.58442381060001,23.882213924499997
vaimukam,0,-14.5740129126,-3.1628286363
usaldusväärsem,0,-28.7200443875,3.5952983288
õpihimulisem,0,51.4626782996,-3.9071795576
uhkem,0,5.248467882,-1.3316170404
saastatum,0,-32.0150825452,-0.4668406915
isamaalisem,0,-35.4798242719,-0.0974790994
sõltuvam,0,38.443289743899996,-5.5299643092
väljapeetum,0,27.0806202107,12.4671720606
pruunim,0,14.9351096536,-8.6496736055
oskuslikum,0,-12.8113418233,8.1876643314
vähetuntum,0,54.551282381499995,-5.521933851900001
heatujulisem,0,51.0634513428,-3.9081437526
t6sisem,0,53.0235941914,-6.3973894866
paeluvam,0,-3.7533909319,3.9260684498
iseloomulikum,0,-40.352297787,0.7471293278
populaarsem,0,-19.478331186,-1.5721493823
täisväärtuslikum,0,13.6043893831,15.230147855799999
otsekohesem,0,22.4771334211,3.5373301334
üksluisem,0,38.6608801398,7.205326966
kuninglikum,0,-25.5230564284,16.7962748178
konservatiivsem,0,16.70854518,0.4146785545
auväärsem,0,-21.0112947585,-4.0236623189
suusasõbralikum,0,52.453954805900004,-5.1207443718
unenäolisem,0,18.954769756300003,-3.7531648711
eriskummalisem,0,-43.1772294996,-1.7496487982
saastunum,0,-11.2161413986,16.4004331673
provokatiivsem,0,-17.9316917509,-7.7089376184
rasvasem,0,34.9582817066,-3.43666268
piinavam,0,-9.386499725,-8.4688375254
marginaalsem,0,19.240168037,-8.8792087442
pealetükkivam,0,49.5118721089,-10.3574247667
naturaalsem,0,0.3884084497,13.6127637776
liigirikkam,0,-22.48176433,-1.4015586256
võluvam,0,-8.3397429475,5.8944516067
jäledam,0,-40.4678996779,-3.0354461643
ebasoodsam,0,-15.6659817113,1.6905405794
silmapaistvam,0,-37.5017779695,-0.1007175355
valjem,0,26.7743932409,-4.5664196318
kollegiaalsem,0,55.806359514899995,24.151464206500002
jultunum,0,1.7403059864,-8.4250235815
efektsem,0,-6.6068373651,-2.9957168745
salapärasem,0,1.7290357608000002,-4.1567498423
rahakam,0,25.0401749097,-3.4814193015
ähmasem,0,49.877002742799995,-14.164880596700002
kvaliteetsem,0,5.1203956939,-1.8921253237
imelisem,0,-22.0580271925,-1.8899055655
kogenum,0,13.5754987402,3.9502466647
saatanlikum,0,-1.918957905,-15.858571063900001
tõelisem,0,-7.500390314,9.4304589538
ajalikum,0,53.081512581999995,-5.1347047473
hüplikum,0,54.29558809970001,-6.3306049534
patusem,0,-20.770549963900002,2.3477842751
teistsugusem,0,32.853999718699995,-3.6120688161
geniaalsem,0,-18.6026811679,3.4696928515
võimetum,0,57.6521421618,-21.8838495652
tarbijasõbralikum,0,14.1485858305,-4.8511212886
vastutusrikkam,0,-18.1898601762,5.2310945515
potentsiaalsem,0,-37.4184175275,-0.2878284042
kärsitum,0,21.2284460603,-7.7328199782
steriilsem,0,55.1063463385,4.5261091566000005
lõbusam,0,25.9778321844,11.1177798285
teotahtelisem,0,20.733346930899998,-18.0601299641
volüümikam,0,55.3086434786,-10.3485902822
hukutavam,0,-11.2933348016,-1.9232253283
hiilgavam,0,-29.0497382481,-6.789058395700001
närvesöövam,0,-41.1638732283,0.1330783109
tulemusrikkam,0,-13.3683710434,-7.3494009125
primitiivsem,0,-13.8593023796,4.3060871554
mõistusepärasem,0,17.0862661916,-2.3180953616
armastatum,0,-44.3429422953,0.1633630758
ootuspärasem,0,-9.168298371,-7.3132449214
avameelsem,0,39.2109322825,6.730193459
halastamatum,0,-21.1873346758,-7.3980944986
meeldivam,0,-4.3067861893,13.314324434200001
stressivabam,0,59.8695910618,60.9226750106
probleemsem,0,-37.0903664654,-2.5027293908000003
elamuslikum,0,-19.54843884,-5.1321791461
kiireloomulisem,0,-19.160013169000003,-5.5207803672
rängem,0,-13.937001662,-1.9845315039
vormitum,0,48.4733571777,-3.4340541296
kõikuvam,0,3.8182060894,-6.4999859635
harukordsem,0,44.243180781499994,-27.3329604832
töövõimelisem,0,4.502771668299999,19.9209999397
hõivatum,0,-17.0472110289,10.5526331248
erksam,0,18.594116843800002,3.2110608924
kammitsetum,0,14.4414743282,14.752106973499998
kumeram,0,35.9708889239,12.133629211199999
looduslähedasem,0,36.6893772821,31.230017176300002
väsinum,0,44.5431765286,-13.0381459159
auklikum,0,-12.071520329,-11.8281293123
kütkestavam,0,0.3373811496,4.9666534091
kavalam,0,19.512803521600002,1.0598439066
temperamentsem,0,41.8444170407,-4.3334213427
